team,season_year,games_played,avg_points,avg_3pm,avg_assists,avg_steals,avg_blocks,avg_def_reb,avg_turnovers,win_pct,rank_offense,rank_defense
Houston Rockets,1972,78,110.7,,,,,,,46.2,6,1
Seattle SuperSonics,1972,83,106.0,,,,,,,44.6,14,1
Cincinnati Royals,1972,46,110.9,,,,,,,43.5,5,1
Detroit Pistons,1972,81,110.7,,,,,,,34.6,6,1
Buffalo Braves,1972,83,100.9,,30.0,,,,,24.1,18,1
Portland Trail Blazers,1972,81,105.6,,,,,,,23.5,16,1
Philadelphia 76ers,1972,81,108.9,,,,,,,22.2,10,1
Cleveland Cavaliers,1972,81,104.4,,,,,,,22.2,17,1
Milwaukee Bucks,1971,99,115.7,,23.3,,,,,81.8,1,1
Los Angeles Lakers,1971,96,115.5,,28.0,,,,,69.8,3,1
Chicago Bulls,1971,87,110.4,,52.0,,,,,66.7,11,1
Phoenix Suns,1971,78,115.1,,,,,,,60.3,4,1
Boston Celtics,1971,82,115.7,,,,,,,59.8,1,1
New York Knicks,1971,89,108.3,,26.0,,,,,57.3,13,1
Seattle SuperSonics,1971,82,111.4,,,,,,,51.2,9,1
Philadelphia 76ers,1971,86,113.2,,,,,,,47.7,5,1
San Diego Rockets,1971,41,112.9,,,,,,,46.3,6,1
Baltimore Bullets,1971,100,108.6,,19.5,,,,,44.0,12,1
Atlanta Hawks,1971,85,111.8,,,,,,,43.5,8,1
San Francisco Warriors,1971,45,105.4,,,,,,,42.2,15,1
Detroit Pistons,1971,80,108.2,,,,,,,41.3,14,1
Cincinnati Royals,1971,81,110.6,,,,,,,33.3,10,1
Cleveland Cavaliers,1971,77,103.7,,,,,,,32.5,17,1
Portland Trail Blazers,1971,82,111.9,,,,,,,30.5,7,1
Buffalo Braves,1971,76,104.9,,,,,,,30.3,16,1
Milwaukee Bucks,1970,88,119.3,,,,,,,72.7,1,1
New York Knicks,1970,103,112.0,,27.4,,,,,68.0,14,1
Los Angeles Lakers,1970,100,114.5,,26.4,,,,,62.0,9,1
Baltimore Bullets,1970,87,116.1,,,,,,,57.5,7,1
Phoenix Suns,1970,93,116.7,,,,,,,53.8,6,1
Chicago Bulls,1970,86,113.4,,,,,,,53.5,13,1
Detroit Pistons,1970,84,113.7,,,,,,,52.4,12,1
Philadelphia 76ers,1970,89,118.0,,,,,,,51.7,2,1
Boston Celtics,1970,84,116.8,,,,,,,48.8,5,1
Seattle SuperSonics,1970,83,116.0,,,,,,,48.2,8,1
Atlanta Hawks,1970,91,113.9,,,,,,,42.9,10,1
Cincinnati Royals,1970,79,117.4,,,,,,,41.8,3,1
San Francisco Warriors,1970,86,109.2,,,,,,,40.7,15,1
San Diego Rockets,1970,83,117.3,,,,,,,39.8,4,1
Portland Trail Blazers,1970,40,113.8,,,,,,,30.0,11,1
Buffalo Braves,1970,42,104.2,,,,,,,26.2,16,1
Cleveland Cavaliers,1970,44,99.5,,,,,,,11.4,17,1
New York Knicks,1969,90,112.2,,,,,,,75.6,9,1
Baltimore Bullets,1969,87,117.4,,,,,,,60.9,2,1
Atlanta Hawks,1969,96,113.2,,,,,,,59.4,7,1
Los Angeles Lakers,1969,97,111.2,,25.0,,,,,56.7,11,1
Philadelphia 76ers,1969,91,118.6,,,,,,,56.0,1,1
Milwaukee Bucks,1969,82,113.2,,,,,,,52.4,7,1
San Francisco Warriors,1969,87,109.4,,,,,,,51.7,14,1
Boston Celtics,1969,103,110.3,,23.0,,,,,51.5,12,1
Cincinnati Royals,1969,86,115.0,,,,,,,44.2,4,1
San Diego Rockets,1969,90,115.1,,,,,,,42.2,3,1
Chicago Bulls,1969,82,109.9,,,,,,,40.2,13,1
Seattle SuperSonics,1969,79,114.6,,,,,,,38.0,5,1
Detroit Pistons,1969,84,111.4,,,,,,,36.9,10,1
Phoenix Suns,1969,82,114.4,,,,,,,28.0,6,1
Philadelphia 76ers,1968,92,121.5,,,,,,,70.7,1,1
Los Angeles Lakers,1968,98,117.6,,,,,,,69.4,3,1
Boston Celtics,1968,100,115.2,,,,,,,63.0,6,1
St. Louis Hawks,1968,50,113.1,,,,,,,62.0,9,1
New York Knicks,1968,91,113.1,,,,,,,60.4,9,1
Baltimore Bullets,1968,86,118.1,,,,,,,58.1,2,1
Cincinnati Royals,1968,82,116.8,,,,,,,54.9,4,1
Detroit Pistons,1968,84,116.1,,,,,,,41.7,5,1
Chicago Bulls,1968,88,106.2,,,,,,,39.8,13,1
San Francisco Warriors,1968,89,112.4,,,,,,,39.3,11,1
Seattle SuperSonics,1968,82,115.0,,,,,,,31.7,7,1
San Diego Rockets,1968,79,113.2,,,,,,,25.3,8,1
Milwaukee Bucks,1968,40,109.5,,,,,,,25.0,12,1
Philadelphia 76ers,1967,97,122.7,,,,,,,76.3,1,1
Boston Celtics,1967,90,118.1,,,,,,,68.9,4,1
St. Louis Hawks,1967,94,113.7,,,,,,,59.6,10,1
San Francisco Warriors,1967,101,120.1,,,,,,,56.4,2,1
Los Angeles Lakers,1967,87,119.0,,,,,,,51.7,3,1
Cincinnati Royals,1967,86,116.5,,,,,,,50.0,7,1
Detroit Pistons,1967,84,115.3,,,,,,,42.9,9,1
New York Knicks,1967,85,116.5,,,,,,,37.6,7,1
Chicago Bulls,1967,83,111.4,,,,,,,36.1,12,1
Baltimore Bullets,1967,76,116.8,,,,,,,34.2,6,1
San Diego Rockets,1967,41,113.5,,,,,,,26.8,11,1
Seattle SuperSonics,1967,42,118.0,,,,,,,26.2,5,1
Philadelphia 76ers,1966,89,119.6,,,,,,,78.7,2,1
Boston Celtics,1966,99,115.0,,21.0,,,,,68.7,6,1
San Francisco Warriors,1966,76,118.9,,,,,,,55.3,3,1
St. Louis Hawks,1966,90,112.3,,,,,,,47.8,8,1
Los Angeles Lakers,1966,89,120.6,,22.8,,,,,47.2,1,1
New York Knicks,1966,85,117.3,,,,,,,44.7,4,1
Cincinnati Royals,1966,84,115.9,,21.0,,,,,44.0,5,1
Chicago Bulls,1966,40,111.7,,,,,,,37.5,9,1
Detroit Pistons,1966,82,110.9,,,,,,,32.9,10,1
Baltimore Bullets,1966,84,114.6,,,,,,,32.1,7,1
Boston Celtics,1965,87,112.9,,,,,,,72.4,5,1
Los Angeles Lakers,1965,96,113.8,,28.0,,,,,58.3,4,1
Cincinnati Royals,1965,85,115.8,,,,,,,57.6,2,1
Philadelphia 76ers,1965,88,114.6,,,,,,,54.5,3,1
St. Louis Hawks,1965,83,109.8,,,,,,,49.4,7,1
Baltimore Bullets,1965,93,117.6,,,,,,,48.4,1,1
New York Knicks,1965,77,110.0,,,,,,,41.6,6,1
Detroit Pistons,1965,77,109.0,,26.0,,,,,35.1,9,1
San Francisco Warriors,1965,82,109.1,,,,,,,28.0,8,1
Boston Celtics,1964,98,111.1,,,,,,,74.5,5,1
Cincinnati Royals,1964,88,114.2,,20.0,,,,,65.9,1,1
St. Louis Hawks,1964,88,109.1,,,,,,,56.8,6,1
Los Angeles Lakers,1964,85,109.1,,28.6,,,,,49.4,6,1
San Francisco Warriors,1964,97,108.2,,24.3,,,,,47.4,8,1
Baltimore Bullets,1964,82,112.3,,30.0,,,,,43.9,4,1
Philadelphia 76ers,1964,89,113.5,,23.0,,,,,43.8,2,1
Detroit Pistons,1964,87,107.9,,,,,,,33.3,9,1
New York Knicks,1964,78,112.4,,,,,,,29.5,3,1
Boston Celtics,1963,89,119.3,,33.0,,,,,75.3,2,1
Los Angeles Lakers,1963,92,112.9,,27.0,,,,,60.9,4,1
Syracuse Nationals,1963,51,123.1,,,,,,,60.8,1,1
Cincinnati Royals,1963,94,115.8,,32.0,,,,,56.4,3,1
St. Louis Hawks,1963,91,109.6,,30.0,,,,,56.0,7,1
San Francisco Warriors,1963,78,112.5,,24.5,,,,,43.6,5,1
Detroit Pistons,1963,77,112.0,,18.0,,,,,39.0,6,1
Chicago Zephyrs,1963,40,109.6,,,,,,,30.0,7,1
New York Knicks,1963,82,109.6,,,,,,,23.2,7,1
Boston Celtics,1962,94,118.7,,30.0,,,,,67.0,4,1
Los Angeles Lakers,1962,89,117.7,,25.0,,,,,64.0,5,1
Philadelphia Warriors,1962,55,121.4,,39.0,,,,,58.2,2,1
Syracuse Nationals,1962,83,120.0,,,,,,,57.8,3,1
Cincinnati Royals,1962,81,122.0,0.0,,,,,,53.1,1,1
St. Louis Hawks,1962,82,115.1,0.0,,,,,,48.8,6,1
Detroit Pistons,1962,93,113.8,,,,,,,43.0,8,1
New York Knicks,1962,80,114.7,,17.0,,,,,36.3,7,1
Chicago Zephyrs,1962,40,110.3,,,,,,,32.5,10,1
Chicago Packers,1962,47,112.6,,,,,,,21.3,9,1
Boston Celtics,1961,88,119.7,0.0,18.0,0.0,0.0,,0.0,79.5,4,1
Los Angeles Lakers,1961,94,116.7,0.0,14.0,0.0,0.0,,0.0,60.6,7,1
Philadelphia Warriors,1961,84,122.8,0.0,16.0,0.0,0.0,,0.0,54.8,1,1
St. Louis Hawks,1961,94,118.1,0.0,6.5,0.0,0.0,,0.0,47.9,6,1
Syracuse Nationals,1961,91,120.1,0.0,19.1,0.0,0.0,,0.0,46.2,3,1
Cincinnati Royals,1961,76,120.9,0.0,7.0,0.0,0.0,,0.0,46.1,2,1
Detroit Pistons,1961,86,118.3,0.0,14.7,0.0,0.0,,0.0,43.0,5,1
New York Knicks,1961,80,113.2,0.0,11.7,0.0,0.0,,0.0,28.7,8,1
Boston Celtics,1960,89,121.8,0.0,17.3,0.0,0.0,,0.0,68.5,1,1
Philadelphia Warriors,1960,87,118.7,0.0,13.5,,,,,63.2,3,1
St. Louis Hawks,1960,92,114.7,0.0,12.1,,,,,63.0,5,1
Syracuse Nationals,1960,78,120.4,,12.5,,,,,53.8,2,1
Detroit Pistons,1960,75,114.6,0.0,12.8,0.0,0.0,,0.0,41.3,6,1
Minneapolis Lakers,1960,49,109.7,,,,,,,38.8,8,1
Cincinnati Royals,1960,79,114.5,,12.7,,,,,34.2,7,1
New York Knicks,1960,77,115.3,0.0,0.0,,,,,31.2,4,1
Boston Celtics,1959,85,121.1,,,,,,,78.8,1,1
St. Louis Hawks,1959,78,110.1,,,,,,,61.5,5,1
Philadelphia Warriors,1959,73,111.0,,11.0,,,,,54.8,4,1
Syracuse Nationals,1959,82,116.9,,26.0,,,,,53.7,2,1
New York Knicks,1959,77,114.4,,,,,,,44.2,3,1
Minneapolis Lakers,1959,88,105.6,,,,,,,43.2,8,1
Detroit Pistons,1959,78,107.3,,,,,,,33.3,7,1
Cincinnati Royals,1959,77,107.9,,,,,,,28.6,6,1
Boston Celtics,1958,84,109.8,,,,,,,64.3,1,1
St. Louis Hawks,1958,81,106.1,,,,,,,59.3,3,1
New York Knicks,1958,71,109.1,,,,,,,53.5,2,1
Syracuse Nationals,1958,74,105.8,,,,,,,51.4,5,1
Detroit Pistons,1958,79,105.9,,,,,,,50.6,4,1
Philadelphia Warriors,1958,82,102.5,,18.0,,,,,48.8,7,1
Cincinnati Royals,1958,73,101.5,,,,,,,37.0,8,1
Minneapolis Lakers,1958,72,104.1,,19.0,,,,,31.9,6,1
Boston Celtics,1957,83,109.2,,,,,,,66.3,1,1
Syracuse Nationals,1957,82,104.3,,,,,,,58.5,5,1
St. Louis Hawks,1957,88,105.7,,31.0,,,,,58.0,4,1
New York Knicks,1957,75,106.3,,,,,,,50.7,2,1
Philadelphia Warriors,1957,73,101.0,,,,,,,46.6,6,1
Ft. Wayne Zollner Pistons,1957,45,97.9,,,,,,,42.2,7,1
Minneapolis Lakers,1957,78,106.3,,17.0,,,,,38.5,2,1
Philadelphia Warriors,1956,88,103.6,,,,,,,59.1,2,1
Boston Celtics,1956,81,105.3,,,,,,,55.6,1,1
Minneapolis Lakers,1956,80,101.0,,,,,,,50.0,3,1
Ft. Wayne Zollner Pistons,1956,87,94.4,,,,,,,49.4,8,1
Rochester Royals,1956,76,94.8,,,,,,,47.4,7,1
St. Louis Hawks,1956,85,96.6,,,,,,,47.1,5,1
New York Knicks,1956,75,100.3,,,,,,,45.3,4,1
Syracuse Nationals,1956,80,95.9,,,,,,,45.0,6,1
Syracuse Nationals,1955,81,95.2,,,,,,,58.0,5,1
New York Knicks,1955,74,96.9,,0.0,,,,,54.1,2,1
Boston Celtics,1955,75,102.4,,0.0,,,,,53.3,1,1
Philadelphia Warriors,1955,72,95.9,,,,,,,52.8,4,1
Ft. Wayne Zollner Pistons,1955,79,93.1,,,,,,,51.9,6,1
Minneapolis Lakers,1955,81,96.1,,,,,,,45.7,3,1
Milwaukee Hawks,1955,46,86.9,,,,,,,43.5,8,1
Rochester Royals,1955,79,92.5,,,,,,,40.5,7,1
Minneapolis Lakers,1954,77,86.2,,0.0,,,,,59.7,2,1
Syracuse Nationals,1954,78,85.3,,0.0,,,,,59.0,3,1
Ft. Wayne Zollner Pistons,1954,68,83.7,,,,,,,54.4,4,1
Rochester Royals,1954,71,82.8,,0.0,,,,,53.5,6,1
Boston Celtics,1954,65,94.0,,0.0,,,,,52.3,1,1
New York Knicks,1954,70,82.0,,,,,,,50.0,7,1
Philadelphia Warriors,1954,64,83.6,,,,,,,42.2,5,1
Milwaukee Hawks,1954,63,77.7,,,,,,,23.8,8,1
Minneapolis Lakers,1953,69,82.1,,0.0,,,,,66.7,4,1
New York Knicks,1953,68,81.8,,,,,,,60.3,5,1
Syracuse Nationals,1953,62,83.1,,,,,,,59.7,2,1
Boston Celtics,1953,67,86.3,,,,,,,55.2,1,1
Rochester Royals,1953,60,82.8,,0.0,,,,,50.0,3,1
Ft. Wayne Zollner Pistons,1953,69,78.3,,,,,,,46.4,6,1
Milwaukee Hawks,1953,57,71.5,,,,,,,31.6,8,1
Philadelphia Warriors,1953,52,75.6,,0.0,,,,,21.2,7,1
Minneapolis Lakers,1952,65,85.9,,,,,,,64.6,5,1
Rochester Royals,1952,58,88.1,,,,,,,58.6,3,1
New York Knicks,1952,59,87.2,,,,,,,57.6,4,1
Syracuse Nationals,1952,59,88.2,,21.0,,,,,55.9,2,1
Boston Celtics,1952,59,89.3,,,,,,,54.2,1,1
Ft. Wayne Zollner Pistons,1952,49,81.1,,,,,,,46.9,7,1
Philadelphia Warriors,1952,54,84.2,,20.0,,,,,31.5,6,1
Milwaukee Hawks,1952,53,75.7,,,,,,,24.5,8,1
Rochester Royals,1951,63,84.2,0.0,23.8,,,,,63.5,4,1
Minneapolis Lakers,1951,52,83.3,,,,,,,59.6,6,1
Syracuse Nationals,1951,59,87.1,,23.2,,,,,54.2,2,1
Boston Celtics,1951,52,89.6,,19.0,,,,,53.8,1,1
New York Knicks,1951,68,83.6,0.0,21.7,,,,,52.9,5,1
Philadelphia Warriors,1951,55,84.7,,20.0,,,,,50.9,3,1
Ft. Wayne Zollner Pistons,1951,57,80.0,,19.0,,,,,38.6,7,1
Minneapolis Lakers,1950,51,81.6,,,,,,,66.7,2,1
Rochester Royals,1950,45,79.6,,,,,,,57.8,3,1
New York Knicks,1950,44,82.0,,,,,,,47.7,1,1
Ft. Wayne Zollner Pistons,1950,45,77.2,,,,,,,46.7,4,1
Philadelphia Warriors,1950,41,76.9,,,,,,,43.9,5,1
